gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpend,AvgMonthlySpend,tenure_1-2yr,tenure_2-4yr,tenure_4-6yr,tenure_6+yr
1,1,1,0,0.5501343215859181,1,1,1.1969312652646058,1.0446306415589464,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.4120774876679278,0.11294727600163766,False,False,False,False
1,1,1,0,0.8757802002946701,0,1,-1.3266762806169472,-0.41008506518335724,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.4256554288180345,0.053452408731167744,False,False,False,False
0,1,1,0,0.6315457912631062,1,1,0.1898110940942557,0.5466056280903268,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.13296101267087368,0.09036971478091665,False,False,False,False
0,0,1,1,1.445660488034986,1,1,0.8003880677197727,1.705336512951346,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.915910414613608,0.11441666197804515,False,False,False,False
0,0,1,0,0.7943687306174821,1,0,0.9845566657426866,1.1963417855296732,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0.5365922150306391,0.11243592867373238,False,False,False,False
0,0,1,0,1.5677776925507678,1,0,-1.3333129868520073,-0.20291104746599267,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-2.35407113776983,0.06266596736702086,False,False,False,False
0,0,0,0,-1.2816237461508118,1,0,0.123444031743656,-0.978798915365452,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4232187355369215,0.3012608604971347,False,False,False,False
0,0,1,0,1.28283754868061,1,1,0.3125901594428647,1.0795143319296558,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0.15354183196474186,0.09947323458758184,False,False,False,False
0,0,0,0,0.5501343215859181,1,0,-0.6630056571109504,-0.057233246169444904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6239906742223357,0.06562092691897606,False,False,False,False
0,0,0,0,-0.8745663977648718,1,0,0.8368899520126027,-0.5754205938837763,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,-0.9936709046393438,-0.2240364267972839,False,False,False,False
1,0,0,0,0.8350744654560761,1,1,-0.12709162862985798,0.46448634943776973,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,-0.3602268496607028,0.08488161699264074,False,False,False,False
0,0,0,0,-1.2409180113122178,1,1,-1.4892755833759168,-0.9916992989742428,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.5839944246095472,0.3450750282753487,False,False,False,False
1,1,1,0,0.9978974048104522,1,0,1.1836578527944857,1.5124231233729506,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.9393632263812342,0.11842928567785678,False,False,False,False
0,0,0,0,0.4280171170701362,1,0,-0.314578579770302,0.06358718330948403,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,-0.39201304368753254,0.07107465787333457,False,False,False,False
1,0,0,0,0.46872285190873014,1,0,-1.4892755833759168,-0.6380357211278046,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.96297573387921,0.03918057876173952,False,False,False,False
0,0,1,0,1.5677776925507678,0,0,0.062054499069351,1.0486236174378574,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,-0.15098614978104197,0.0951525396477126,False,False,False,False
1,0,0,1,-0.10115743583158582,0,1,-0.6779382461398354,-0.43507407356841266,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.19261619294460713,0.036182405150309994,False,False,False,False
1,0,1,0,-0.5082147842175258,1,0,-1.4693654646707368,-0.8257275268645464,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.48236844533376666,-0.042265085998955135,False,False,False,False
1,0,1,1,-0.5896262538947137,1,0,-1.4892755833759168,-0.857144787626091,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.6137200785185919,-0.06891571507390902,False,False,False,False
1,1,1,0,0.06166550352279016,1,0,0.21967627215202526,0.05617165667721996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.24278050106451743,0.07176666874544646,False,False,False,False
0,0,0,0,0.7943687306174821,0,1,-0.20507292689181264,0.324359223401467,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,-0.41782332651327037,0.08006886946722759,False,False,False,False
0,1,0,0,1.3642490183577978,1,0,1.4325343366092345,2.1672931069423265,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,1.7189076407103658,0.12904367517707924,False,False,False,False
1,1,1,0,-0.1418631706701798,1,1,1.1139724373263562,0.3092648970020656,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-0.41203769685658254,0.09231729407142676,False,False,False,False
0,0,1,1,0.3466056473929482,1,0,0.49675875746577924,0.4505767521452981,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,-0.0806098436884445,0.09040337426724732,False,False,False,False
1,0,1,1,1.4863662228735801,1,1,0.3590471030882847,1.3553368195652276,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.2881158208066349,0.10427126880280799,False,False,False,False
1,1,1,0,-0.01974596615439783,1,0,0.6759498258123983,0.15873848213826827,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.2681159273511708,0.07905747358352377,False,False,False,False
1,0,0,0,-0.9559778674420597,1,0,0.1699009753890755,-0.7204182729152349,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.4254066362945316,-0.9161983917448837,False,False,False,False
1,0,0,0,-1.2409180113122178,0,0,-1.164076977857978,-0.9757493348865033,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.180311155661389,0.3405750068537993,False,False,False,False
1,0,0,0,0.18378270803857213,1,0,-1.4859572302583868,-0.6641436403360714,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.5378528996889771,0.030871096859111956,False,False,False,False
0,0,0,0,0.2651941777157602,1,1,-0.5667734167025809,-0.18119101383894715,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.40982455938568996,0.058632913812826495,False,False,False,False
1,0,0,0,-0.9966836022806537,1,1,0.7174292397815231,-0.7238627630964936,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.9779769523502552,-6.219613464797261,False,False,False,False
1,0,1,1,-1.118800806796436,1,0,-1.4726838177882666,-0.9652842277752905,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,1.3835063387694442,0.6254360611394557,False,False,False,False
0,0,0,0,-0.26398037518596185,0,1,-0.4838145887643313,-0.4483693668795132,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.13324372933451092,0.028049168614841413,False,False,False,False
1,0,1,1,1.2421318138420159,1,1,0.510032169935899,1.1395406066807634,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.38771033851255576,0.10183279513751582,False,False,False,False
0,1,1,0,1.038603139649046,1,1,1.1770211465594262,1.5140247016100967,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.9810184196001582,0.11747100817332987,False,False,False,False
0,0,0,0,1.608483427389362,1,1,-1.4527736990830866,-0.3861052704819827,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-2.601832681147783,0.05806338855459567,False,False,False,False
0,1,0,0,1.28283754868061,1,1,0.17487850506537067,0.957289779064736,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,-0.02448479913284951,0.09590534251494377,False,False,False,False
0,1,1,0,0.7129572609402941,1,0,-1.3183803978231223,-0.4357322564055958,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,-1.2036927101624975,0.05110344211149821,False,False,False,False
0,0,0,0,-0.9966836022806537,1,0,-0.22332386903822748,-0.8030202189817262,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,-0.040884329870091,-6.915426011408541,False,False,False,False
0,0,0,1,-1.2816237461508118,1,0,0.45527934349665444,-0.9744110297842308,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.848703366561027,0.30020458644987985,False,False,False,False
0,0,0,0,-1.0780950719578417,1,0,0.1864927409767254,-0.8185094550834373,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.4648076161864532,0.8002405101223123,False,False,False,False
0,0,1,1,1.323543283519204,1,1,0.5830359385215588,1.279404459582193,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0.5272187354782419,0.10465081383817752,False,False,False,False
0,0,1,1,-0.7931549280876837,1,0,-0.357717170298192,-0.7013090312090161,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.021023234285576065,-0.15134600131200776,False,False,False,False
1,0,1,0,0.5908400564245122,1,1,1.4806504568134193,1.2396721556442338,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.6308678426600489,0.1199563463517299,False,False,False,False
1,0,0,0,-1.1595065416350299,1,0,-0.35273964062189705,-0.9232263444792841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.14478435545276652,0.4610929392048452,False,False,False,False
0,0,0,0,0.7536629957788882,1,0,-1.3266762806169472,-0.4437620870192308,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-1.2636664931091788,0.05118300671604852,False,False,False,False
1,0,1,1,0.06166550352279016,0,1,-0.6663240102284804,-0.3759253759335493,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,-0.3017661237006238,0.044702900052150635,False,False,False,False
0,1,1,0,0.18378270803857213,1,0,0.8319124223363076,0.47056357096776125,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,-0.09932916854405177,0.09463668843532165,False,False,False,False
0,0,1,0,-0.9966836022806537,1,1,0.8402083051301326,-0.682572759777201,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,-1.1002782822683015,-5.856664680783283,False,False,False,False
0,0,1,1,0.2651941777157602,1,1,1.162088557530541,0.6441702639887827,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0.058589001543052154,0.10204014991260685,False,False,False,False
0,0,0,0,-1.2409180113122178,1,0,-0.357717170298192,-0.9643188929474217,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.17934141735116052,0.3373500946658664,False,False,False,False
0,0,1,0,-1.2409180113122178,1,0,-1.4793205240233267,-0.9905584487231254,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.5716367735192975,0.3447531560416203,False,False,False,False
1,0,1,0,0.4280171170701362,1,0,0.043803556922936186,0.2667901645758432,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.23632203039773822,0.08054659545096958,False,False,False,False
1,0,0,1,-1.2816237461508118,1,1,1.155451851295481,-0.9651525912078538,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-1.7464759380218897,0.29797584821017215,False,False,False,False
1,0,0,1,0.5094285867473242,1,0,1.1537926747367162,1.024578004452765,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0.34066078579373105,0.11327933123691758,False,False,False,False
1,1,1,0,-1.2816237461508118,1,0,0.19644780032931528,-0.9778335805375835,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5168253543622243,0.30102848020673867,False,False,False,False
1,0,0,0,-1.2816237461508118,1,0,-0.47054117629421144,-0.9866532305558382,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.33839875399622776,0.3031515910417208,False,False,False,False
1,0,1,1,-0.10115743583158582,1,0,0.6809273554886934,0.092415591578108,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.32431024047424095,0.07517744232602773,False,False,False,False
1,1,0,0,1.5270719577121739,0,1,-0.6928708351687204,0.3125558111879816,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,-1.3148137813215235,0.07618019545276794,False,False,False,False
1,0,0,0,1.28283754868061,1,1,1.3180511540544506,2.0142436578693266,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,1.4533507288941472,0.1267591871552976,False,False,False,False
0,0,1,1,-0.5896262538947137,1,0,-1.3216987509406524,-0.820922792153109,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.515288076866899,-0.0630835539280127,False,False,False,False
1,0,1,1,0.18378270803857213,1,0,-1.4975714661697417,-0.6903173778280566,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.5400502269030175,0.029400247076621273,False,False,False,False
0,0,1,0,1.608483427389362,0,0,0.0189159085414613,1.149786319512915,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,-0.21809443149047547,0.09731000166786494,False,False,False,False
0,0,1,1,0.5094285867473242,0,1,-0.4655636466179165,0.015144926492800645,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-0.4952061183571408,0.06875708080868347,False,False,False,False
0,0,1,1,0.9571916699718581,1,0,0.541556524552434,1.0184569040669607,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0.2706341347969488,0.10266839505931727,False,False,False,False
0,1,1,0,-0.06045170099299183,1,1,0.6610172367835132,0.1465840390782853,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.2951350304486771,0.0786871082834088,False,False,False,False
1,0,1,1,1.201426079003422,1,0,-1.4925939364934464,-0.4627177527301069,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-2.0585529130109195,0.05396421197354323,False,False,False,False
1,1,1,0,1.4863662228735801,0,1,-1.1657361544167433,-0.0724153302804706,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,-1.9946547874485467,0.06599915065543667,False,False,False,False
0,0,0,1,-1.1595065416350299,1,1,-1.4776613474645617,-0.9717344195796858,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,1.4492422767039914,0.48195639839736504,False,False,False,False
1,0,0,1,1.3642490183577978,1,0,-1.4925939364934464,-0.45205519076773915,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-2.301664016654289,0.05520969662498867,False,False,False,False
0,0,1,1,1.5270719577121739,1,1,0.14169497389007082,1.1290096812858323,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,-0.031264915128584564,0.09771400337580784,False,False,False,False
0,1,1,0,1.608483427389362,1,1,1.3545530383472801,2.3389691303076106,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,1.9452756823473292,0.12769717091876534,False,False,False,False
1,0,0,0,0.9571916699718581,1,0,-0.40583329050237665,0.3160880590808646,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,-0.644326015307249,0.07876140098919765,False,False,False,False
0,0,0,0,-0.8338606629262777,1,0,1.0144218438004566,-0.5196066892906412,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,-1.1070533721044282,-0.13248459713939104,False,False,False,False
0,0,0,0,-1.2816237461508118,1,0,0.1931294472117855,-0.9778774593933957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5125705080519836,0.3010390429472111,False,False,False,False
0,0,0,0,0.3466056473929482,1,1,1.6449089361311537,0.9776715075895089,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.3243225703522475,0.1164536304463001,False,False,False,False
1,0,0,1,-1.2816237461508118,1,1,-0.17852610195157287,-0.9827918912443634,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,-0.03602772130498511,0.3022220698801365,False,False,False,False
0,0,0,0,-0.7931549280876837,1,0,-1.5025489958460365,-0.9015063108522386,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.9274399914654049,-0.21465453782202756,False,False,False,False
1,0,1,1,-0.26398037518596185,1,1,0.6245153524906836,-0.10036616143285053,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.42185790763730596,0.059433863785302694,False,False,False,False
0,0,0,1,-0.6710377235719017,1,1,0.4834853449956591,-0.45420525470253753,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,-0.585027653851071,-0.02156584779036492,False,False,False,False
1,0,0,0,-1.2002122764736238,1,0,-0.3411254047105421,-0.9259468335396414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.14503091650466202,0.3802934558368189,False,False,False,False
1,0,0,0,1.038603139649046,1,0,0.1715601519478404,0.7677111825280689,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,-0.07221644600234756,0.09308057301843116,False,False,False,False
0,1,1,0,1.608483427389362,1,0,0.8020472442785375,1.778438686734493,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.0503660576169078,0.11337394550335927,False,False,False,False
1,0,0,1,0.9571916699718581,1,1,-1.4511145225243216,-0.465416302362558,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-1.653826706315383,0.05216081887600556,False,False,False,False
1,0,0,0,-1.2816237461508118,1,1,0.15662756291895585,-0.97836012680733,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.46576719863933214,0.3011552330924092,False,False,False,False
0,0,1,0,0.020959768684196165,1,1,-0.37099058276831187,-0.19395976088030123,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,-0.2671691702710858,0.05563910330301709,False,False,False,False
1,1,1,0,-0.7931549280876837,1,0,0.9580098408024469,-0.45560937808852836,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,-1.0206992127341403,-0.07364821496946397,False,False,False,False
1,0,0,0,0.9978974048104522,1,1,0.7290434756928782,1.1583646358242028,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.4817293335135371,0.1066229745713153,False,False,False,False
0,0,1,0,-0.5896262538947137,1,0,0.3275227484717498,-0.37792186387300497,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.45343875126956473,0.008244730661895374,False,False,False,False
1,0,0,0,0.38731138223154216,1,1,1.2218189136460806,0.8662192138264874,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.22527312136139496,0.10968070155091729,False,False,False,False
1,0,1,0,-0.01974596615439783,1,1,0.2611556861211501,0.014793895646303061,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,-0.26182359918255443,0.06929619667207383,False,False,False,False
1,0,1,1,0.06166550352279016,1,0,-1.464387934994442,-0.7298961057706729,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.3548973680601129,0.022532458615357815,False,False,False,False
1,0,1,0,1.28283754868061,1,1,1.3379612727596302,1.985108097610017,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,1.4790895189323527,0.1259086826368156,False,False,False,False
0,0,0,0,-0.8745663977648718,1,1,0.38393475146975964,-0.6412388776020961,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5980183507068509,-0.25791354427055413,False,False,False,False
0,0,1,0,0.6722515261017001,1,1,1.1919537355883105,1.118039967332779,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.5561437159331156,0.11257556326866203,False,False,False,False
0,0,1,1,-0.3860975797017438,1,0,0.6261745290494484,-0.17511379230895563,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,-0.4997545232002123,0.04972624000961482,False,False,False,False
0,0,1,1,0.9571916699718581,1,1,0.1267623848611858,0.6619850794485412,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,-0.12996137750786638,0.09053492721239707,False,False,False,False
0,0,0,0,-0.30468611002455576,1,0,-1.5224591145512165,-0.8065085880187971,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.1992224879683352,-0.008436595051184867,False,False,False,False
1,1,1,0,-0.9966836022806537,0,1,-0.7160993069914301,-0.8459556793939766,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,0.44997371047666174,-7.292838748026687,False,False,False,False
0,0,1,0,0.06166550352279016,1,0,-0.0756571553081433,-0.01072165900849894,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.26244237527655284,0.06757690328487988,False,False,False,False
1,0,0,1,-1.0780950719578417,1,0,-1.2802193369715276,-0.928162715758158,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.1160937437913323,0.8994175554205607,False,False,False,False
1,0,0,0,-0.3860975797017438,1,1,1.2981410353492704,0.0749298675369411,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,-0.7571324579209804,0.07673107521014176,False,False,False,False
1,0,1,1,-0.06045170099299183,0,0,-0.979908379835064,-0.5361270785039395,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.20317390117559372,0.030393902791385364,False,False,False,False
1,0,1,1,-0.8338606629262777,0,0,-0.976590026717534,-0.819255395632245,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5507011649986561,-0.24987646711689518,False,False,False,False
0,0,0,0,-1.1595065416350299,1,1,0.5050546402596043,-0.8685752295651726,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8499129089821648,0.43758734135384264,False,False,False,False
0,0,1,1,1.2421318138420159,1,1,1.1819986762357209,1.7183027148438552,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,1.2289295730700525,0.1190337460783628,False,False,False,False
1,0,0,0,-1.2409180113122178,1,1,-1.5025489958460365,-0.9918967538253977,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.60047129272988,0.34513073693118623,False,False,False,False
0,0,1,1,1.5677776925507678,1,0,-1.4743429943470316,-0.3503220635671228,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-2.576737278054071,0.05883956226308593,False,False,False,False
0,0,1,1,0.18378270803857213,1,1,0.7920921849259476,0.4568733679543508,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.10686286184933327,0.09386735879217481,False,False,False,False
0,0,0,0,-1.2816237461508118,1,0,-0.6563689508758905,-0.9891104464813222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5766701473697268,0.3037431045081835,False,False,False,False
1,1,1,0,-1.2409180113122178,1,0,0.1715601519478404,-0.9467673506225364,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4776736989471169,0.3323982141469675,False,False,False,False
0,0,1,0,-1.0373893371192477,1,1,0.5365789948761388,-0.7558943278394091,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.8199899277279808,1.574549939884717,False,False,False,False
1,1,0,0,1.4863662228735801,1,0,0.3042942766490398,1.1986234860319083,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,0.20614473258854873,0.10007043379310145,False,False,False,False
1,0,0,0,-0.5489205190561198,1,1,0.4420059310265343,-0.3547099491483442,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.5023902817391644,0.01696376584970752,False,False,False,False
0,0,0,0,-0.5489205190561198,1,1,1.3827590398462848,-0.1601072236211787,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,-1.0165229940471967,0.04549609087928966,False,False,False,False
1,0,1,0,1.608483427389362,1,1,0.7356801819279378,1.7247748460761567,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.942869405997638,0.11200267424553773,False,False,False,False
0,0,0,0,-0.1418631706701798,1,1,1.117290790443886,0.2781328488033003,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.41249492332240484,0.0899072078798962,False,False,False,False
0,1,0,0,-1.2002122764736238,1,0,-0.6613464805521855,-0.9531517241432136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5294471343724665,0.38956346009731296,False,False,False,False
0,0,1,1,-0.8745663977648718,1,0,-0.46224529350038646,-0.7536784456208924,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14111279400220164,-0.31578695328739076,False,False,False,False
0,1,0,0,0.020959768684196165,0,1,-0.18184445506910266,-0.18195889381566085,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,-0.26230760294697963,0.05642060367848852,False,False,False,False
0,0,1,0,1.608483427389362,1,1,1.0874256123861163,2.005424007851072,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,1.5126016595797682,0.11917409776559229,False,False,False,False
1,1,0,0,-1.118800806796436,1,0,-1.4892755833759168,-0.9676098071333377,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.4020679847174933,0.6267918244087827,False,False,False,False
1,1,1,0,1.038603139649046,0,1,-0.6513914211995956,0.1543944754128591,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.9342700653733748,0.07303663572956991,False,False,False,False
1,0,1,0,1.5677776925507678,1,1,1.3014593884668006,2.2228876172564003,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,1.8058562830698794,0.1256333672080503,False,False,False,False
1,0,0,0,-0.9559778674420597,0,1,-0.6480730680820656,-0.8251571017389877,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.3559520387086863,-1.0609733334609412,False,False,False,False
